Daytime/evening attendance,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,3.636,2,1,2.555,0,1,0,1,0,2,0,0,5,11,1,5.0,0,5,14,1,5.5,0
1,4.545,3,3,1.382,0,0,1,1,0,2,0,0,6,7,1,7.0,0,6,6,0,0.0,0
1,3.727,2,3,3.027,0,0,1,1,1,1,0,0,5,9,5,6.3,0,5,8,2,6.25,0
1,3.545,1,1,3.164,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
0,3.918,2,3,5.4,0,0,0,1,0,2,0,0,5,11,2,5.667,0,5,9,1,6.0,0
1,2.0,3,3,1.682,0,0,1,1,0,1,0,0,6,6,6,6.333,0,6,7,5,5.7,1
1,3.918,3,3,1.0,0,0,1,1,0,1,0,0,7,14,5,6.439,0,8,15,7,5.928,1
1,3.0,1,1,2.082,0,0,1,1,0,1,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,3.182,1,1,4.009,0,0,1,1,0,1,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,3.918,3,3,1.055,0,0,1,1,1,2,0,0,5,11,0,0.0,0,5,5,0,0.0,0
1,2.818,3,3,1.991,0,0,1,1,0,1,0,0,6,6,6,7.083,0,6,6,6,7.0,1
1,5.273,1,2,2.582,0,0,1,1,0,2,0,0,5,7,5,6.7,0,5,7,4,6.625,0
1,4.455,3,1,3.373,0,0,1,1,1,1,0,0,5,8,5,5.6,0,5,13,4,5.625,1
1,3.182,3,3,2.773,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.455,1,1,4.191,0,1,0,1,0,1,0,0,6,6,6,6.333,0,6,8,5,5.9,0
1,3.818,1,2,3.091,0,0,1,1,0,1,0,0,5,7,3,6.167,0,5,5,4,5.625,0
1,4.273,3,3,4.691,0,0,1,1,0,1,0,0,5,7,4,6.125,0,5,7,5,6.0,1
1,6.364,2,3,6.364,0,1,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,2.727,1,2,1.818,0,0,1,1,0,2,0,0,5,13,3,5.375,0,5,9,3,5.167,0
1,4.0,3,3,0.909,0,0,1,1,0,2,0,0,7,7,0,0.0,0,7,8,0,0.0,0
1,3.918,3,1,2.727,0,1,0,1,0,3,0,0,6,13,0,0.0,0,6,6,0,0.0,0
1,4.545,1,1,4.545,0,0,1,1,0,1,0,1,5,8,2,5.75,1,5,13,2,5.75,0
1,4.545,3,3,3.118,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.909,1,3,2.627,0,0,1,1,0,1,0,0,5,11,2,5.25,0,5,13,0,0.0,0
1,4.636,2,3,3.655,0,0,1,1,0,1,0,0,6,6,6,6.75,0,6,0,0,0.0,0
1,4.545,3,3,4.545,0,0,0,1,0,2,0,0,6,6,1,5.0,0,6,6,0,0.0,0
1,3.918,2,1,3.636,0,0,1,1,0,2,0,0,6,17,0,0.0,0,6,8,0,0.0,0
1,4.273,1,1,3.673,0,1,1,1,0,1,0,0,5,10,1,6.0,0,5,7,3,5.333,0
1,2.909,1,1,2.373,0,0,1,1,1,1,0,0,5,6,4,6.125,0,5,5,5,6.1,0
1,3.636,1,1,3.636,0,0,1,1,0,1,0,4,10,21,5,5.7,2,7,13,6,5.833,0
0,4.545,3,3,3.118,0,0,0,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,3.182,3,1,3.182,0,0,1,1,0,1,0,0,6,8,4,7.125,0,6,10,5,7.0,1
0,1.818,2,3,1.818,0,0,1,1,0,3,0,8,12,12,11,7.227,7,11,11,10,7.1,1
1,3.918,3,3,2.273,0,1,1,1,0,1,0,8,12,13,12,7.269,4,12,14,12,7.231,1
1,3.818,1,3,3.6,1,0,1,1,0,2,0,0,7,10,6,6.367,0,8,10,7,5.975,1
1,2.909,3,3,3.527,0,0,1,1,0,1,0,4,12,13,5,6.6,4,12,12,4,6.75,0
1,5.909,1,1,4.927,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.727,3,3,4.0,0,0,1,1,1,3,0,0,6,7,6,6.167,0,6,10,4,6.375,0
1,3.545,2,1,2.0,0,0,1,1,0,1,0,5,9,9,5,5.6,5,9,14,7,5.625,0
1,4.909,3,3,3.527,0,0,1,1,0,1,0,0,7,7,6,6.6,0,7,7,6,6.6,1
1,3.909,1,1,3.018,0,0,1,1,0,1,0,0,5,5,5,6.8,0,5,6,5,7.3,1
1,3.727,3,3,2.582,0,0,1,1,0,1,0,0,5,10,0,0.0,0,5,10,2,5.75,0
1,3.918,1,1,2.382,0,0,1,1,0,2,0,0,6,11,5,6.429,0,6,12,5,6.833,0
1,2.545,2,3,2.136,0,0,1,0,1,1,0,0,6,9,5,6.75,0,6,6,6,7.0,1
1,3.918,2,1,4.073,0,0,1,0,0,1,0,0,6,12,0,0.0,0,6,12,0,0.0,0
1,5.0,1,1,5.445,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.182,1,1,2.709,0,0,1,0,1,1,0,0,8,8,8,6.414,0,8,8,8,6.414,1
1,3.182,3,1,3.182,0,0,1,0,0,1,0,0,5,6,0,0.0,0,5,6,4,6.875,1
1,5.273,1,2,4.1,0,1,1,0,0,1,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,4.455,1,2,4.391,0,0,1,0,0,1,0,0,6,6,6,7.333,0,6,6,6,6.583,1
1,3.636,3,3,2.955,0,0,1,0,0,1,0,0,8,8,7,6.969,0,8,8,7,6.969,1
1,5.273,1,1,5.273,0,0,1,0,0,1,0,7,12,12,10,7.35,8,12,12,12,7.292,1
1,3.636,1,1,3.291,0,0,1,0,0,1,0,0,6,6,6,5.833,0,6,6,5,6.1,1
1,4.0,3,3,3.618,0,0,1,0,0,1,0,0,7,7,6,7.425,0,7,7,6,7.425,1
1,3.918,2,3,1.273,0,0,1,0,0,2,0,0,5,11,1,6.0,0,5,12,0,0.0,0
1,4.273,1,1,3.336,0,0,1,0,0,1,0,0,7,8,7,6.844,0,8,9,8,7.811,0
0,3.636,3,3,2.727,0,0,1,0,0,3,0,0,6,14,5,6.2,0,6,10,5,5.8,1
1,4.273,1,1,3.145,0,0,1,0,0,1,0,0,7,10,7,6.699,0,8,8,8,6.771,1
0,4.545,3,3,3.391,0,0,1,0,0,1,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,5.455,3,3,2.909,0,0,1,0,0,2,0,13,15,19,13,5.885,12,14,17,14,5.964,1
1,3.636,1,1,3.191,0,1,0,0,0,2,0,0,6,8,0,0.0,0,5,6,0,0.0,0
1,3.918,2,3,1.818,0,0,1,0,1,1,0,0,6,8,6,6.643,0,6,11,6,6.5,1
1,4.0,1,2,3.618,0,0,1,0,1,1,0,0,6,6,6,5.833,0,6,8,6,5.583,1
1,3.182,2,3,2.264,0,0,1,0,1,1,0,0,6,13,6,5.75,0,6,9,5,6.1,1
1,4.636,3,3,3.236,0,0,1,0,1,1,0,0,7,9,6,6.541,0,8,12,6,6.575,1
1,4.364,3,3,3.191,0,0,1,0,1,1,0,0,6,6,6,6.333,0,6,6,6,6.5,1
1,2.364,3,1,2.336,0,1,0,0,0,1,0,0,6,6,3,5.667,0,6,6,0,0.0,0
1,3.727,1,1,3.382,0,0,1,0,1,1,0,0,6,6,6,6.583,0,6,7,5,6.6,0
1,4.545,1,2,4.545,0,0,1,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,4.545,1,1,4.545,0,0,1,0,0,1,0,0,6,10,5,5.833,0,6,7,5,6.3,1
1,3.364,1,3,2.764,0,0,1,0,1,1,0,0,6,6,6,6.75,0,6,7,6,6.714,1
1,3.918,3,3,0.909,0,1,0,0,1,2,0,0,6,7,0,0.0,0,6,6,0,0.0,0
1,2.455,1,2,2.136,0,0,1,0,1,1,0,0,6,6,6,6.583,0,6,7,6,7.071,1
1,5.455,3,3,3.827,0,1,1,0,0,2,0,4,5,11,4,6.25,1,5,11,2,6.25,0
1,6.364,1,1,6.364,0,0,0,0,0,1,0,0,6,10,6,6.688,0,6,10,6,6.5,1
1,3.455,2,1,3.3,0,0,1,0,0,1,0,0,6,6,6,6.583,0,6,6,6,6.333,1
1,4.091,1,1,3.255,0,0,1,0,0,1,0,0,8,8,7,6.577,0,8,8,7,6.577,1
1,4.455,1,3,4.745,0,0,1,0,1,1,0,0,6,6,6,6.417,0,6,6,6,6.417,1
1,3.182,1,2,2.673,0,0,1,0,0,1,0,0,7,10,7,6.071,0,7,7,7,6.571,1
0,2.727,3,2,2.727,0,0,1,0,0,3,0,6,10,15,4,6.5,5,9,10,4,6.875,0
1,3.636,1,1,5.327,0,0,1,1,0,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0
1,2.364,3,3,1.7,0,0,1,1,0,1,0,0,6,9,5,5.5,0,6,12,0,0.0,0
1,4.545,1,3,3.145,0,1,0,1,0,1,0,3,9,9,3,6.667,2,6,6,2,6.25,0
1,4.0,2,2,3.727,0,0,1,1,0,1,0,0,7,9,7,7.297,0,8,10,8,6.736,1
1,3.636,1,1,3.636,0,1,1,1,0,1,0,2,6,9,4,5.5,1,6,13,3,5.333,0
1,2.909,2,1,2.373,0,1,0,1,0,2,0,0,5,8,0,0.0,0,5,5,0,0.0,0
1,3.455,2,3,3.236,0,0,1,1,0,1,0,0,6,6,0,0.0,0,6,0,0,0.0,0
1,3.636,2,2,2.845,0,0,1,1,0,1,0,0,5,9,1,6.0,0,5,10,2,6.0,0
1,2.091,1,3,1.582,0,0,1,1,0,1,0,0,5,8,5,7.0,0,5,6,5,6.6,1
1,3.273,1,2,2.445,0,0,1,1,0,1,0,0,6,8,6,6.786,0,6,7,5,5.9,1
1,4.091,1,2,3.045,0,0,1,1,0,1,0,0,6,12,0,0.0,0,6,6,0,0.0,0
1,4.636,2,3,3.682,0,0,1,1,0,1,0,0,6,8,6,7.125,0,6,7,6,6.929,1
1,3.918,1,3,4.545,0,1,0,0,0,2,0,0,6,7,0,0.0,0,6,6,0,0.0,0
1,3.918,3,2,2.464,0,0,1,0,1,1,0,0,6,12,0,0.0,0,6,12,0,0.0,0
1,4.909,3,3,3.409,0,0,1,0,1,1,0,0,8,8,7,6.771,0,8,8,7,6.771,1
0,4.545,3,3,3.273,0,0,1,0,1,3,0,3,9,9,9,6.556,2,7,10,7,5.857,1
0,0.909,3,3,2.091,0,0,1,0,0,2,0,3,9,11,9,6.333,2,7,7,7,6.071,1
1,4.091,1,2,3.645,0,0,1,0,0,1,0,0,5,10,4,5.375,0,5,13,2,5.0,0
0,3.636,3,3,1.818,0,0,1,0,0,3,0,4,10,14,4,5.375,2,10,10,2,5.0,0
1,5.182,3,3,4.164,0,0,1,0,0,1,0,0,6,6,6,6.833,0,6,6,6,6.667,1
0,5.364,3,3,3.3,0,0,1,0,0,3,0,0,6,6,6,6.917,1,6,6,6,6.417,1
1,3.636,3,3,3.636,0,0,1,0,0,3,0,15,18,18,17,6.588,13,18,18,16,6.5,0
0,2.727,3,3,1.273,0,0,1,0,0,3,0,0,6,8,4,6.375,0,6,12,5,6.3,0
0,3.918,3,3,2.818,0,1,0,0,0,3,0,2,8,12,4,6.0,2,7,9,4,6.0,0
1,5.364,3,3,3.682,0,0,1,0,0,2,0,8,11,11,9,5.833,8,11,13,9,6.278,1
0,8.182,2,2,8.182,0,0,1,0,0,3,0,12,14,14,14,8.25,8,11,11,11,8.455,1
1,1.818,2,2,2.045,0,0,1,0,0,1,0,8,10,14,9,6.167,3,7,10,7,5.889,1
1,2.455,2,2,1.982,0,0,1,1,0,1,0,0,6,9,4,5.75,0,6,12,3,5.5,0
1,2.727,3,3,3.764,0,0,1,1,1,2,0,17,18,19,18,5.947,12,13,13,13,6.462,1
1,6.364,2,3,4.936,0,0,1,1,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,0.909,1,2,2.273,0,0,0,1,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,6.364,1,3,7.145,0,0,1,1,0,2,0,0,6,9,0,0.0,0,6,6,0,0.0,0
1,4.636,3,3,3.427,0,0,1,1,0,1,0,0,6,6,6,7.583,0,6,6,6,7.417,1
1,3.636,3,2,5.455,0,0,1,1,0,2,0,2,6,8,4,5.875,1,6,8,2,6.75,0
1,3.636,1,3,4.145,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.918,3,3,0.909,0,0,1,1,0,2,0,0,6,11,3,5.667,0,6,10,3,7.375,0
1,4.545,3,3,4.545,0,0,1,1,1,1,0,0,6,10,5,6.3,0,6,6,5,6.6,1
1,3.545,2,1,3.1,0,0,1,1,0,1,0,0,5,10,0,0.0,0,5,10,1,7.0,0
1,5.273,3,3,3.782,0,0,1,1,1,1,0,0,6,8,6,7.75,0,6,9,4,7.75,0
1,4.818,1,1,3.545,0,0,1,1,0,1,0,0,8,8,7,6.183,0,8,8,7,6.183,1
1,2.364,3,2,1.891,0,0,1,1,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,3.455,1,2,3.136,0,0,1,1,1,1,0,0,6,10,4,7.0,0,6,9,6,6.167,1
1,2.727,1,1,0.909,0,0,1,1,0,2,0,3,12,12,3,6.0,5,12,16,5,5.9,0
1,2.818,1,1,3.073,0,0,0,1,0,1,0,0,4,4,0,0.0,0,5,8,3,6.0,0
1,4.273,1,3,3.764,0,0,0,1,0,1,0,0,5,13,4,5.0,0,5,7,3,5.667,0
1,2.273,3,1,2.591,0,0,1,1,0,1,0,0,5,9,1,5.0,0,5,10,1,5.0,0
1,3.545,3,3,2.909,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.918,1,1,0.909,0,0,1,1,0,2,0,0,6,13,3,5.875,0,6,10,0,0.0,0
1,3.727,3,3,4.173,0,0,1,1,0,1,0,0,5,8,1,5.0,0,5,7,1,5.5,0
1,3.918,1,2,4.4,0,0,1,1,0,1,0,0,5,8,3,7.0,0,5,5,5,6.4,1
1,3.918,3,3,3.473,0,1,0,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,2.182,3,3,1.582,0,0,0,1,0,2,0,0,6,12,3,6.0,0,6,15,0,0.0,0
1,3.364,1,3,3.618,0,0,0,1,0,1,0,0,6,10,0,0.0,0,5,10,0,0.0,0
1,3.636,3,3,0.909,0,1,0,1,0,2,0,4,10,19,8,5.944,2,8,17,5,5.8,0
1,2.818,2,3,2.091,0,0,1,1,0,1,0,0,6,6,6,6.917,0,6,6,6,6.833,1
0,2.727,3,2,1.545,0,0,0,1,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,2.727,3,3,3.636,0,0,0,1,0,3,0,0,6,8,5,5.7,0,6,9,5,6.2,0
1,2.727,3,3,2.727,0,0,1,1,0,3,0,0,6,8,0,0.0,1,6,8,2,5.5,0
1,2.727,3,3,2.773,0,1,1,1,0,2,0,14,17,17,14,5.321,12,12,12,12,5.333,0
1,3.918,3,2,2.773,0,0,0,1,0,2,0,0,6,10,2,5.5,0,6,12,0,0.0,0
1,3.091,1,2,4.273,0,0,1,1,0,1,0,0,6,6,6,8.417,0,6,6,6,8.333,1
1,5.455,3,3,2.273,0,0,1,1,0,3,0,0,6,8,6,6.786,0,6,9,5,6.6,1
0,3.918,3,2,4.791,0,1,1,1,1,2,0,0,5,11,5,7.357,0,5,14,5,7.188,1
1,2.364,3,2,2.427,0,0,1,1,0,1,0,0,5,8,0,0.0,0,5,5,0,0.0,0
0,3.918,3,2,4.191,0,0,1,1,1,3,0,0,5,14,1,5.0,0,5,14,1,5.5,0
1,3.918,3,2,4.027,0,0,1,1,0,2,0,0,6,15,1,5.5,0,6,13,4,5.875,0
1,7.0,3,3,5.727,0,0,1,1,1,1,0,0,6,6,1,5.5,0,6,0,0,0.0,0
1,4.545,2,3,3.818,0,0,1,1,1,1,0,0,6,6,5,6.0,0,6,6,6,6.417,1
1,3.091,3,2,3.6,0,0,1,1,0,1,0,0,6,10,6,5.562,0,6,7,6,5.929,1
1,1.818,1,2,1.364,0,1,0,1,0,2,0,2,6,13,3,5.667,0,6,8,2,5.75,0
1,5.455,1,1,3.709,0,0,1,1,0,1,0,0,6,15,2,6.0,0,6,12,0,0.0,0
1,3.0,3,3,2.7,0,0,1,1,0,1,0,0,7,8,0,0.0,0,7,7,0,0.0,0
1,5.636,2,2,3.864,0,0,1,1,0,1,0,0,8,8,7,7.27,0,8,8,7,7.27,1
1,3.636,1,2,3.636,0,0,1,1,0,1,0,0,6,9,6,6.083,0,6,14,4,6.5,1
1,3.918,1,1,2.727,0,1,0,1,0,2,0,0,5,13,4,6.75,0,5,12,3,5.833,0
1,3.918,1,3,5.455,0,0,1,1,0,1,0,0,6,8,6,7.375,0,6,9,5,7.167,1
1,3.091,3,3,2.327,0,0,1,1,1,1,0,0,5,8,5,6.188,0,5,7,5,5.833,1
1,2.645,1,2,2.645,0,0,1,1,0,1,0,0,7,7,6,6.367,0,7,7,6,6.367,1
1,3.455,2,2,3.045,1,0,0,1,0,1,0,0,6,9,4,6.25,0,6,6,0,0.0,0
1,3.918,1,1,2.727,0,1,0,1,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,3.918,3,3,1.818,0,0,1,1,0,2,0,0,7,7,0,0.0,0,7,7,0,0.0,0
1,5.0,1,1,3.764,0,0,1,0,0,1,0,0,7,7,7,6.721,0,8,8,7,6.886,0
1,4.636,1,1,3.345,0,0,1,0,1,1,1,0,8,8,8,7.1,0,8,8,8,7.1,1
1,2.627,3,3,2.627,0,0,1,0,1,1,0,0,7,7,6,6.775,0,7,7,6,6.775,1
0,6.364,3,3,6.364,0,0,1,0,0,2,0,0,5,5,5,5.8,0,5,6,5,5.583,1
1,1.909,2,2,2.355,0,0,1,0,0,1,0,0,6,7,6,6.786,0,6,7,6,7.643,1
1,1.909,1,2,1.755,0,0,1,0,1,1,0,0,6,6,6,6.917,0,6,6,6,7.5,1
1,3.0,3,3,2.173,0,1,0,0,0,1,0,0,6,7,4,5.625,0,6,9,4,5.429,0
1,3.909,3,3,2.891,0,0,1,0,1,1,0,0,6,7,5,5.1,0,6,9,4,5.625,1
1,4.545,1,3,4.545,0,0,1,0,0,2,0,0,8,8,7,7.838,0,8,8,7,7.838,1
1,2.909,3,3,2.245,0,1,1,0,1,1,0,0,6,9,6,5.417,0,6,8,6,6.0,1
1,4.455,3,3,4.2,0,0,1,0,0,1,0,0,5,7,5,6.5,0,5,7,5,6.667,1
1,3.636,1,3,2.682,0,0,1,0,1,1,0,0,7,7,7,6.121,0,8,8,8,7.062,1
1,4.818,1,1,3.927,0,0,1,0,1,1,0,0,5,11,4,7.125,0,5,7,4,6.25,1
1,1.818,3,3,1.818,0,0,0,0,0,2,0,0,5,14,1,6.0,0,5,11,2,5.25,0
1,4.545,3,3,3.636,0,0,1,1,1,1,0,0,7,7,6,6.592,0,7,7,6,6.592,1
1,4.0,3,1,3.955,0,0,1,1,1,1,0,0,7,8,7,5.986,0,8,8,8,6.326,1
1,3.636,3,3,2.727,0,0,1,0,0,2,0,0,6,7,5,6.2,0,6,8,5,6.4,1
1,4.727,3,3,4.3,0,0,1,0,1,1,0,0,7,7,6,6.95,0,7,7,6,6.95,1
1,4.545,3,3,3.636,0,0,0,0,0,3,0,0,5,12,3,5.333,0,5,15,3,5.333,0
1,4.727,3,3,3.455,0,0,0,0,0,1,0,0,7,14,0,0.0,0,8,0,0,0.0,0
1,2.727,3,3,0.455,0,0,1,0,1,3,0,0,6,10,6,5.5,0,6,14,3,5.667,1
1,3.091,3,3,2.364,0,0,1,0,1,1,0,0,8,8,7,6.979,0,8,8,7,6.979,1
1,3.327,3,3,1.591,0,1,1,0,1,3,0,0,6,8,6,6.667,0,6,7,6,7.643,1
1,1.818,3,3,1.673,0,0,1,0,0,2,0,0,5,5,0,0.0,0,5,6,0,0.0,0
0,6.364,3,2,5.991,0,0,1,0,0,2,0,3,6,7,6,7.857,2,6,7,6,7.75,1
1,1.364,1,2,1.464,0,0,1,0,0,1,0,0,6,8,5,5.5,0,6,9,5,5.7,1
1,3.636,2,2,3.509,0,1,1,0,0,1,0,0,5,8,4,6.125,0,5,7,4,6.375,1
0,4.545,3,2,4.545,0,1,1,0,0,2,0,4,10,25,5,6.1,3,9,18,8,6.111,0
1,4.364,3,3,5.0,0,0,1,0,0,1,0,0,5,6,5,6.5,0,5,5,5,7.0,1
0,2.727,3,3,2.091,0,0,1,0,1,2,0,0,6,11,4,6.0,0,6,7,6,6.5,1
1,4.091,2,2,4.282,0,0,1,0,0,1,0,0,6,6,6,6.667,0,6,7,6,6.167,1
1,2.818,1,1,2.773,0,0,1,0,0,1,0,0,8,8,7,6.455,0,8,8,7,6.455,1
1,3.273,3,1,3.245,0,0,1,0,1,1,0,0,6,8,6,5.5,0,6,13,3,5.5,1
1,3.818,3,2,3.227,0,0,1,0,1,1,0,0,7,8,6,6.79,0,8,8,8,6.468,1
1,3.455,2,2,3.136,0,0,1,0,1,1,0,0,6,10,4,6.2,0,6,8,6,6.25,1
0,6.364,3,3,3.273,0,0,1,0,1,3,0,4,9,13,8,6.444,2,7,9,7,6.5,1
1,5.182,2,1,4.409,0,0,1,0,0,1,0,0,8,8,8,7.171,0,8,8,8,7.171,1
1,3.636,3,3,2.936,0,1,0,0,0,1,0,0,6,8,6,7.071,0,6,6,5,6.0,0
1,4.0,2,3,3.273,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,5.545,1,1,5.136,0,0,1,0,1,1,1,0,6,6,6,6.667,0,6,6,6,7.083,1
1,3.818,1,1,2.9,0,0,1,0,0,1,0,0,6,8,6,7.25,0,6,9,6,6.429,1
0,3.636,2,2,3.636,0,0,1,0,0,2,0,5,10,13,8,6.333,5,10,12,10,6.7,1
1,2.636,3,3,2.291,0,0,1,0,1,1,0,0,6,10,0,0.0,0,6,6,0,0.0,0
1,1.455,3,3,1.636,0,1,1,0,0,1,0,0,5,10,2,6.0,0,5,9,4,5.5,0
1,4.364,2,1,3.455,0,0,1,0,0,1,0,0,7,7,7,7.104,0,8,9,8,7.564,1
1,2.545,1,1,2.136,0,0,1,0,0,1,0,0,7,7,7,7.154,0,8,8,8,7.506,1
1,3.918,2,1,2.364,0,0,1,0,0,2,0,0,7,14,0,0.0,0,6,6,0,0.0,0
1,4.636,1,1,3.173,0,0,1,0,0,1,0,0,6,10,6,6.0,0,6,12,4,5.5,1
1,8.182,1,1,4.591,0,1,0,0,0,2,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,8.182,1,1,8.145,0,1,0,0,0,2,0,0,6,6,0,0.0,0,6,7,0,0.0,0
1,2.273,3,3,2.373,0,0,1,0,1,1,0,0,6,7,6,6.929,0,6,7,6,7.143,1
1,4.727,1,1,4.491,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,4.091,3,3,3.545,0,0,1,0,0,1,0,0,7,0,0,0.0,0,7,0,0,0.0,0
1,5.455,3,2,4.145,0,0,1,0,1,3,0,0,6,8,5,5.5,0,6,9,5,6.5,1
1,5.727,1,2,5.255,0,0,1,0,1,1,0,0,5,9,5,6.6,0,5,13,5,7.2,1
1,5.727,3,3,4.364,0,0,1,0,1,1,0,0,6,7,6,6.75,0,6,6,3,7.667,0
1,5.455,1,2,5.455,0,0,1,0,0,2,0,0,5,5,0,0.0,0,5,0,0,0.0,0
1,4.909,1,2,3.709,0,0,1,0,1,1,0,0,8,8,7,7.107,0,8,8,7,7.107,1
1,3.636,3,2,2.964,0,0,1,0,0,1,0,0,5,5,5,6.5,0,5,5,5,6.2,1
1,3.182,1,1,2.645,0,0,1,0,0,1,0,0,6,13,2,6.0,0,6,14,1,5.0,0
1,3.918,1,2,1.982,0,0,1,0,0,2,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,3.909,3,2,3.182,0,0,1,0,0,1,0,0,5,6,5,6.4,0,5,6,5,6.3,1
1,4.545,3,3,3.627,0,0,1,0,0,1,0,0,5,11,4,6.8,0,5,9,4,6.1,1
1,3.909,2,2,3.736,0,0,1,0,0,1,0,0,7,7,7,6.986,0,8,8,8,7.875,1
1,5.818,3,3,4.673,0,0,1,0,1,1,0,0,6,8,6,7.5,0,6,9,6,7.429,1
1,3.918,3,3,2.727,0,0,0,0,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,7.091,3,1,3.945,0,0,1,0,0,2,0,20,26,27,26,7.539,14,17,17,17,7.512,1
1,3.818,3,3,3.391,0,0,1,0,0,1,0,0,7,7,6,6.692,0,7,7,6,6.692,1
1,3.918,2,3,3.8,0,1,1,0,0,1,0,6,12,12,12,6.625,4,11,16,10,6.545,1
1,2.727,2,2,2.255,0,1,0,0,0,1,0,0,6,10,5,5.857,0,6,13,2,5.333,0
1,5.455,2,2,3.891,0,0,1,0,1,1,0,0,8,8,8,6.506,0,8,8,8,6.506,1
1,4.545,2,2,4.545,0,0,1,0,0,1,0,0,6,12,3,5.333,0,6,12,4,6.0,0
1,5.455,1,2,5.455,0,0,1,0,0,1,0,1,6,9,6,6.5,1,6,18,3,6.333,1
0,6.364,3,3,6.364,0,0,1,0,0,2,0,0,5,5,5,6.0,0,5,7,5,5.7,1
1,3.727,3,3,3.791,0,0,1,0,0,1,0,0,6,6,6,6.083,0,6,7,5,6.9,1
1,2.182,2,3,2.055,0,0,1,0,0,1,0,0,7,10,6,5.925,0,8,10,7,6.825,1
0,2.727,3,3,1.918,0,0,1,0,0,2,0,0,5,8,4,5.5,0,5,6,5,5.6,1
1,4.545,1,2,3.409,0,1,1,0,1,1,0,0,7,9,7,6.164,0,8,10,8,5.868,1
1,3.636,2,3,2.745,0,0,1,0,0,1,0,0,5,9,4,6.0,0,5,10,5,6.714,1
1,2.818,3,3,2.627,0,0,1,0,0,1,0,0,7,7,7,7.214,0,8,9,8,7.256,1
1,3.636,2,2,2.718,0,0,1,0,0,1,0,0,7,7,7,6.89,0,8,8,8,6.306,1
1,4.636,3,1,3.391,0,0,1,0,1,1,0,0,7,7,6,6.9,0,7,7,6,6.9,1
1,3.727,2,2,3.445,0,0,1,0,1,1,0,0,7,7,7,7.429,0,7,7,7,7.571,1
1,2.455,1,3,2.236,0,0,1,0,1,1,0,0,6,7,6,6.071,0,6,6,6,6.667,1
1,5.545,3,1,4.955,0,0,1,0,0,1,0,0,6,7,6,7.833,0,6,6,6,7.417,1
1,3.727,1,2,3.218,0,0,1,0,0,1,0,0,7,13,5,6.25,0,8,14,7,6.083,1
1,5.0,3,3,5.0,0,0,1,0,1,1,0,0,6,7,6,6.417,0,6,6,6,6.583,1
1,4.091,3,3,4.373,0,1,0,0,0,2,0,0,6,6,0,0.0,0,6,7,0,0.0,0
1,2.636,3,3,3.145,0,0,1,0,0,1,0,0,6,6,6,6.25,0,6,6,6,6.333,1
1,2.909,3,3,3.709,0,0,1,0,0,1,0,0,6,14,4,5.625,0,6,9,5,6.5,1
1,5.909,1,1,4.591,0,0,1,0,0,1,0,0,7,7,6,7.625,0,7,7,6,7.625,1
1,3.0,2,3,3.1,0,0,1,0,1,1,0,0,5,13,5,7.0,0,5,10,3,6.0,1
1,3.636,3,2,2.582,0,1,1,0,0,2,0,15,16,16,13,6.038,13,13,13,11,6.045,1
